average_salary,city_state,company_id,company_info,company_name,company_rating,country_name,job_desc,job_title,post_date
,France,354,"[('Headquarters', 'Armonk, NY'), ('Size', '10000+ employees'), ('Founded', '1911'), ('Type', 'Company - Public\r\n                                    (IBM)'), ('Revenue', '$10+ billion (USD) per year'), ('Competitors', 'Amazon, Accenture, Microsoft')]",IBM,3.6,France,"Job DescriptionVous recherchez un nouveau challenge impliquant le développement des activités de conseil dans le domaine de la Blockchain, pour un acteur mondial de l'innovation digitale.  GBS, lentité de conseil dIBM, offre ses clients toute la palette de services, depuis la définition de stratégies métier jusqu la mise en œuvre des projets et des solutions techniques nécessaires. IBM/GBS est dotée dune forte expertise métier par industrie, expertise traduite en solutions intégrées et innovantes : Watson, Block Chain , IOT, Cloudpermettant IBM daccompagner ses clients dans la définition et la mise en œuvre de leur transformation digitale, de bout en bout.  Pour développer ses activités de conseil dans le domaine de la Blockchain, le groupe IBM en France recherche des consultant(e)s senior.  En tant que Consultant(e) senior IBM, vous accompagnerez nos clients dans la définition et la mise en œuvre de leurs projets Blockchain. Profile 1 : Développeurs Front-End Le développeur front-end est un ingénieur logiciel spécialisé dans les technologies et langages front-end, par exemple HTML5, CSS3, Javascript (AngularJS, React, BootStrap) et jQuery. Profile 2 : Développeurs Back-End / Full-Stack Le développeur back-end est un ingénieur logiciel spécialisé dans les technologies et langages back-end, par exemple NodeJS, Typescript, GOLang, Java et ayant une expérience avec des bases données SQL / NoSQL (MongoDB, CouchDB, Neo4J).  La maîtrise de l'anglais et du Français est indispensable pour intégrer le groupe IBM en France.Required Technical and Professional Expertise  Vous êtes diplômé(e) d'une grande école d'ingénieur, de commerce ou d'une université  Vous avez une expérience de 4 ans minimum dans le domaine de la Blockchaindes connaisances concernant ces protocoles et méthodes:DevOps, Docker, Ansible, KubernetesDéveloppement MobileCloud IBM BluemixHyperledger Fabric / Ethereumune très bonne communication orale et écritedes qualités d'analyse et de synthèsede la méthode et le sens de l'organisation Vous êtes adaptable et mobile.  Preferred Tech and Prof Experience EO Statement IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.  Read moreSee All",Consultant(e) Senior IBM Blockchain - Region IdF, 10 days ago
,Paris,1613426,"[('Headquarters', 'New York, NY'), ('Size', '201 to 500 employees'), ('Founded', 'Unknown'), ('Type', 'Company - Private'), ('Industry', 'Information Technology'), ('Revenue', '$25 to $50 million (USD) per year'), ('Competitors', 'Unknown')]",Consensys,4.6,France,"About ConsenSysConsenSys is a venture production studio and the leading global blockchain technology firm. Our mission is to transform the emerging economic, social, and political operating systems of the planet by building and scaling applications, disruptive startups, and enterprise software products empowered by decentralized technology, specifically Ethereum.  Headquartered in Brooklyn, NY, USA, ConsenSys was founded in 2014 has tripled in size every year since then. Today, we bring together close to 600 team members in 27 countries including top-tier, passionate engineers, product managers, designers, entrepreneurs and consultants. We have offices in the USA, Canada, Brazil, UK, France, Germany, Dubai, South Africa, Singapore, Australia, and other locations.  Our Enterprise team is responsible for helping corporate clients and governments identify how blockchain technology is likely to transform their industry, and subsequently developing and delivering innovative, decentralized applications and digital ventures. We are involved in some of the most innovative blockchain projects in the world: the City of Dubai's Smart Dubai blockchain strategy; project UBIN (a decentralized interbank settlement system) with the Monetary Authority of Singapore; as well as high-profile cooperations with JP Morgan, Banco Santander and BHP Billiton. Our teams are busy at work building the future of identity, financial markets, commerce, energy, security and infrastructure, and more.  If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.About the roleA Blockchain Engineer on the Enterprise team is someone who is extremely knowledgeable about the blockchain space, has experiencing developing on top of the blockchain stack (preferably Ethereum), and is passionate about building innovative solutions for the world's leading institutions. You should be knowledgeable of the existing blockchain stack. You should have a background in architecting data-centric, networked, and rapidly changing and growing systems. Responsibilities and DutiesCore blockchain concepts. You should already be fully immersed in blockchain technology, with experience developing smart contracts using Ethereum, Solidity, Truffle, Infura, Geth, Parity, Quorum, or other blockchain platforms and technologies.Architecture. You should be comfortable working with your team to craft a design: choosing the appropriate technology and designing a solution that both answers the problem at hand, and stays within constraints.Coding. Our clients dont all work in one language or platform, and neither do we. As a Full Stack Developer, were looking for a breadth of experience in multiple languages, and proven expertise in one or two:You should be able to code in solidity including test, deployment and migration. We would also like to hear from you if you are strong in Java, Python, Haskell, Golang, or maybe also JavaScript/React.JS.You should be comfortable with Rapid Application Development, and be up to speed on practices like TDD, continuous integration, pairing, and infrastructure automation.Cloud deployments. Experience building for deployments to AWS, Azure, Google Cloud Platform, etc. using Docker would be helpful. If you're also comfortable with distributed systems and technologies, great!Prototyping and PoCs. You'll have experience of building prototypes for different use cases, and won't get too worried if needs and priorities change, meaning that they don't end up being implemented.Agile. We believe strongly in agile delivery practices, having implemented them for ourselves and our clients to great success. You should be very comfortable working with Agile, Lean and Continuous Delivery practices -- and love it as much as we do.Other skills to demonstrate:Sharing knowledge. Working together with the rest of the team to help each other get up to speed on new languages and skills. We all learn from each other, especially in such a rapidly changing space.Thinking big and acting fast. Youll need a startup mentality, and will revel in rapidly switching between different projects, priorities and contexts. Being ready and able to pivot or adjust plans quickly is one of your strengths.Open minded and flexible. Your role as a Full Stack Developer won't be set in stone, so it's vital that you enjoy change and you're willing to experience new ways of thinking and working with the ConsenSys teams. Sense of humor is a plus! Why join ConsenSys? Here are some of the perks of being part of a unique organization like ConsenSysThe forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society. We believe that there is an opportunity to bring the remaining 2 billion unbanked people into the global economy and to radically transform our society for the enrichment of humankindA dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralizationDeep technical challenges. This entire ecosystem is less than 10 years old. Ethereum itself is still a toddler. There is much to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scaleContinuous learning and improvements. Youll be constantly exposed to new concepts, ideas and frameworks from your peers and as you work on different projects -- challenging you to stay at the top of your gameConsenSys was named a Top 100 FinTech company by KPMG's 2016 Fintech Innovators reportA few important things to knowSome travel could be required. Projects may be on client sites, so our team members need to be flexible and up for travel. We do our best to take peoples personal situations into account, but we know its not for everyoneTo apply for a role at our Paris office, you need to live in Paris and speak French fluently. If you do not meet these criteria, we are certainly able to find another role for you at ConsenSys Read moreSee All",Blockchain Smart Contract Engineer - Paris, 4 days ago
,Nice,6940,"[('Headquarters', 'Madrid, Spain'), ('Size', '10000+ employees'), ('Founded', '1987'), ('Type', 'Company - Public\r\n                                    (AMS)'), ('Industry', 'Information Technology'), ('Revenue', '$2 to $5 billion (USD) per year'), ('Competitors', 'Travelport')]",Amadeus IT Group SA,3.8,France,"If you could change one thing about travel, what would it be? At Amadeus, you can make that happen!  Travel makes the world a better place and we are fully dedicated to improving it and making it even more rewarding. We are one of the world's top 15 software companies: we provide technology solutions and services within the travel industry.  Do you have ideas on how to improve travel for everyone? Do you find the idea of working in a diverse, multicultural environment exciting? Are you ready to make an impact across the world? Great, then join us! Let's shape the future of travel together. #shapethefutureoftravel@Amadeus - Duration 6 months - Team Description Amadeus Revenue Accounting handles airlines' financial operations, helping them monitor their revenue in real-time.  The intern will join a team which won the MongoDB Innovation Award 2015 (Analytics category) for its work on a search application performing unpredictable queries on terabytes of data in real-time. - Main Responsibilities Aim of the internship is to improve a proof of concept application based on the blockchain technology with: An user-friendly user interface to showcase the proof of conceptA study on its technical characteristics on a standard serverthroughputmemory footprintstorage usageThe trainee will participate in:Analysing the needs of our customers who will use the applicationSelecting & benchmarking front-end open-source frameworks & librariesDeveloping a UI that can be showcased to potential customersAdvertising the solution internally The proof of technology to interface with has been developed in Go using the open-source framework Hyperledger Fabric. -Knowledge - and if possible, concrete experience - in open source projects, especially web frameworks such as React/Angular/EmberCorrect knowledge of JavaScript, CSS, HTMLAt least one concrete & advanced experience in JavaScript, Python, Java, Go, Groovy or ScalaIntellectual curiosity and independenceOrganization, proactive communication and teamwork skillsTechnical English To apply: https://amadeus.contactrh.com/jobs/9064/25182420 Read moreSee All",Internship: Front-end and benchmark for a blockchain proof of concept, 13 days ago
,Nice,6940,"[('Headquarters', 'Madrid, Spain'), ('Size', '10000+ employees'), ('Founded', '1987'), ('Type', 'Company - Public\r\n                                    (AMS)'), ('Industry', 'Information Technology'), ('Revenue', '$2 to $5 billion (USD) per year'), ('Competitors', 'Travelport')]",Amadeus IT Group SA,3.8,France,"If you could change one thing about travel, what would it be? At Amadeus, you can make that happen!  Travel makes the world a better place and we are fully dedicated to improving it and making it even more rewarding. We are one of the world's top 15 software companies: we provide technology solutions and services within the travel industry.  Do you have ideas on how to improve travel for everyone? Do you find the idea of working in a diverse, multicultural environment exciting? Are you ready to make an impact across the world? Great, then join us! Let's shape the future of travel together. #shapethefutureoftravel@Amadeus  If you could change one thing about travel, what would it be? At Amadeus, you can make that happen!  Travel makes the world a better place, and we are fully dedicated to improving it and making it even more rewarding. We are one of the world's top 15 software companies: we provide technology solutions and services within the travel industry.  Do you have ideas on how to improve travel for everyone? Do you find the idea of working in a diverse, multicultural environment exciting? Are you ready to make an impact on the world? Great, then join us! Let's shape the future of travel together. #shapethefutureoftravel@Amadeus  Start date: June/July 2018  Duration: 6 months  Team Description  The Amadeus Cyber Identity & Authentication department consists of four teams working in synergy to provide reliable authentication and access control solutions, administration services, and monitoring means to prevent fraud on Amadeus products.  To expand its strong authentication portfolio, Amadeus is exploring new, innovative solutions for identifying and authenticating travellers all around the world: we aim at reducing these cumbersome processes to a seamless experience while maintaining the highest levels of security.  Main Responsibilities  In the context of an innovative project around the management of traveller identities, the intern will design and analyse a solution for managing public keys and distributing certificates in a distributed fashion, ultimately creating a decentralised Public Key Infrastructure (PKI).  During the first part of the internship, the intern will research on the topic of blockchain technology and will analyse the current state of the art of digital certificates and public-key encryption management.  Then, the intern will propose and implement a prototype of a decentralised PKI using the blockchain architecture deemed most adequate for the scope of the project after the initial phase of his/her studies.  Finally, the intern will analyse the security and performance of his/her solution and compare it to the existing architectures. Technical skills:IT/network security, public-key cryptographyObject-oriented languages (Java or C++)JavaScript and Node.jsKnowledge and first-hand experience on blockchain/distributed ledger technologies is not mandatory, but it is a plusSoft skills:Excellent analytical skillsInterest in researchMotivation, curiosity, and creativityGood communicationGood English level Please note that in accordance with French law, internships require a school agreement and that the applicant must be a registered student until the end of the internship.  To apply: https://amadeus.contactrh.com/jobs/9064/25397969 Read moreSee All",Internship: Design of a decentralized PKI using blockchain technology, 2 days ago
,Paris,485967,"[('Headquarters', 'Paris, France'), ('Size', '1001 to 5000 employees'), ('Founded', '2002'), ('Type', 'Company - Private'), ('Industry', 'Information Technology'), ('Revenue', '$100 to $500 million (USD) per year'), ('Competitors', 'Unknown')]",Talan,5.0,France,"L’offre Blockchain TalanLabsTalanLabs lance son offre Blockchain & DLT et cherche un développeur pour l’accompagner dans l’aventure.  Les sujets autours des blockchains et DLT (Distributed Ledger Technologies) se multiplient ces derniers mois chez TalanLabs et passent progressivement de POCs menés chez nos clients à de véritables projets visant un passage en production. L’équipe Blockchain & DLT TalanLabs : composée de développeurs et architectes, liés par une passion pour cette technologie qui impacte de nombreux domaines. Trois solutions identifiées et étudiées par l’équipe : Hyperledger, Ethereum et Corda. Notre proposition : vous accompagner et vous former à différentes technologies blockchains & DLT afin de vous donner l’opportunité d’intervenir sur des projets innovants et disruptifs.Nos valeursAgnostiques sur les blockchains et DLT : nous proposons de manière pragmatique ce qui répond le mieux aux enjeux des projets de nos clients et sommes neutres (mais pas sans opinion et conseil) sur le choix des technologiesDéveloppement vertical des sujets : parce qu’un projet blockchain ne se résume pas à du développement blockchain, nos collaborateurs participent à toutes les couches techniques de l’applicationMissionsMission générale : développer des applications aussi bien en interne que pour nos clients et (par)faire votre apprentissage.Missions secondaires :Apprendre sur d’autres solutions blockchain & DLTTransmettre les compétences acquisesPrésenter des retours d’expérience ou des solutions techniquesConseiller des clients sur les solutions les plus adaptées à leurs besoinsLes challenges du posteParticiper au développement de l’offre et à sa co-constructionImplication forte et solidarité avec l’équipe attenduesOn recherche avant tout un état d’esprit d’intrapreunariat et de créativitéNécessité d’apprendre sans cesse et de partager ses connaissances, en interne et externe (blog, BBL, meetups, conférences)Compétences requisesA minima des premières connaissances blockchain & DLT ou de quoi motiver votre intérêt pour ces technologiesDéveloppement Java > 3 ansDéveloppement front-end / JavaScript > 2 ans (Angular, React, etc)Anglais : capacité professionnelle complèteCompétences souhaitablesConnaissances d’Ethereum, Solidity, Truffle ou Corda ou FabricDéveloppement Go ou Kotlin ou Node.jsGestion d’une solution en phase de productionUtilisation d’une usine de code CI / CDCapacités rédactionnellesCapacités oratoiresSavoir être, savoir faire et faire savoirCuriosité : grande curiosité intellectuelle, ouverture d’espritAdaptation : forte capacité d’apprentissageChercherFaire de la veille techniqueCommuniquerPartager Read moreSee All",Développeur Blockchain & DLT H/F, 16 days ago
,Paris,115174,"[('Headquarters', 'Paris, France'), ('Size', '201 to 500 employees'), ('Part of ', ''), ('Founded', ''), ('Type', '1998'), ('Industry', 'Company - Private'), ('Revenue', 'Information Technology'), ('Competitors', '$25 to $50 million (USD) per year')]",OCTO Technology,4.4,France,"DetailsKind : CDIPlace : 34, avenue de l'Opéra, 75002 PARISJob descriptionVous souhaitez participer à la construction d'une équipe Blockchain, dans les valeurs d’OCTO (expertise, partage, curiosité, confiance), avec la volonté de travailler ensemble, d’avoir un véritable impact chez nos clients, et ce, avec audace et plaisir ?  Vous intervenez sur des missions autour de la Blockchain (étude de use cases, création de solutions personnalisées, mise en place de consortiums, conseil en architecture, etc.), avec une expertise et une manière de faire propre à OCTO : votre connaissance de l’écosystème Blockchain vous permet d’évangéliser ces sujets auprès de vos clients et de les challenger sur leurs besoins,vous mettez en place un accompagnement méthodologique, au-delà du conseil,vous transmettez vos compétences au client pour lui permettre de devenir autonome (le savoir n’est pas chasse-gardée !) Le tout en s’appuyant sur une communauté de consultants et d’experts OCTO. Votre mission consistera à :Faire des avant-ventesPiloter des missionsEvangéliser autour de la Blockchain chez nos clientsVous impliquer au sein de l’écosystème Blockchain (conférences, articles, …)Être le point de contact du client et le garant de sa satisfaction avec un objectif de développement de compte Si vous voulez prendre part à cette aventure, alors rencontrons-nous ! DESCRIPTIF Rejoignez la tribu BLOC ! Votre mission est simple : transformer les sociétés par le biais de la technologie blockchain.  La Tribu BLOC ?  Une tribu qui regroupe des passionnés de la Blockchain, aficionados du software craftsmanship et de l’agilité.  Nos réalisations  Avec Corda et HyperLedger Fabric pour plusieurs clients.  Avec Ethereum pour Prestashop (https://www.prestashop.com/en/prestatrust)  Des articles : Blockchain (https://blog.octo.com/?s=blockchain) Des interventions : Devoxx France (https://www.youtube.com/watch?v=J0MgFQ-j6nE)  Petit-Déjeuner (https://blog.octo.com/cr-petit-dej-blockchain-octo/)  Meetups (https://www.meetup.com/fr-FR/blockchains/events/247808528/)  EthCC (https://ethcc.io/)  Une formation : La Révolution Blockchain (https://www.octo.academy/fr/formation/236-la-revolution-blockchain)  Vous pensez que pour bien conseiller, il faut avant tout bien comprendre l’écosystème Blockchain et les enjeux qui en découlent.  Pour postuler, merci de préciser la référence de cette annonce : OO/29Requisted profile- H/F Vous disposez d’au moins 7 ans d’expérience sur des fonctions IT et de conseil, dans un environnement digital.Vos fonctions vous ont amené à travailler sur des avant-ventes.Vous êtes tourné vers le pilotage de projets avec une forte appétence agile.Vous avez de l’écoute et aimez partager.Vous êtes à l’aise pour conseiller voire challenger les demandes de vos clients.Vous souhaitez vous confronter et contribuer à une communauté d’experts, pour qui l’évolution des pratiques et l’apprentissage continu font particulièrement sens.La Blockchain vous passionne : votre implication au travers d’articles et de conférences, en témoigne.Vous avez idéalement une expérience en développement / architecture. Tous ces prérequis, c’est dans l’idéal, car ce que nous cherchons avant tout, ce sont des personnalités qui enrichiront OCTO ! Nous les reconnaissons à leur volonté de participer à l’amélioration de la vie de l’entreprise, de construire la vision et les offres de demain, de partager leurs connaissances pour faciliter la montée en compétences réciproque.  De rejoindre, enfin, une communauté qui n’a pas peur d’affirmer sa différence. Read moreSee All",Directeur de mission Blockchain (F/H), 18 days ago
,Paris,115174,"[('Headquarters', 'Paris, France'), ('Size', '201 to 500 employees'), ('Part of ', ''), ('Founded', ''), ('Type', '1998'), ('Industry', 'Company - Private'), ('Revenue', 'Information Technology'), ('Competitors', '$25 to $50 million (USD) per year')]",OCTO Technology,4.4,France,"DetailsKind : CDIPlace : ParisJob descriptionVotre mission est simple : transformer les sociétés par le biais de la technologie ! La Tribu BLOC ? Une tribu qui regroupe des passionnés de la Blockchain, aficionados du software craftsmanship et de l’agilité. Des réalisations Avec Corda et HyperLedger Fabric pour une grande banque  Avec Ethereum pour Prestashop Des articles : Blockchain Des interventions : Devoxx France : Petit-Déjeuner : Meetups : EthCC Une formation : La Révolution Blockchain Être OCTO, c’est ?Challenger pour grandir ou faire grandir nos clients, nos collègues.Plonger dans un bouillon de culture où chacun profite des connaissances et de la R&D de tous (mailing lists, BBL, BOF...). Chez OCTO, on sait prendre le temps d’écrire des articles, de speaker dans des conférences, des meetups. Etre écouté : les coups de coeurs et les coups de gueule sont entendus et pris en compte. Un OCTO est autonome et véritablement acteur de son parcours.Organisé par les OCTOs et pour les OCTOsUn BBL c’est, tous les midis, l'occasion de se former ou d'apporter sa contribution, autour d’un sujet technique, méthodologique, fonctionnel ou organisationnel.Une BOF c’est, tous les premiers jeudis après-midi du mois, des conférences internes pour encore plus de partage.Rejoignez la Tribu BLOC Nous sommes dans une phase de rupture où de nouveaux protocoles permettent l’émergence de nouveaux business. Nos clients n'hésitent pas à se transformer pour gagner des parts de marché et veulent adopter la Blockchain. Vous souhaitez accompagner ces entreprises pour développer leurs applications sur des technologies innovantes.Vous êtes passionné et convaincu que la Blockchain n’est pas qu’un buzzword à la mode, mais qu’elle va transformer la Société.Si vous voulez prendre part à cette aventure, alors rencontrons-nous !Requisted profile• Vous disposez d’une solide expérience (>3 ans) en développement fullstack Vous êtes à l’aise avec les méthodes agilesVous restez sensible aux notions de Craftsmanship (qualité du code, écriture des tests unitaires, automatisation des tests), et attentif à la performance et la sécurité des applications.La maîtrise d’une blockchain est un plus : Ethereum, Fabric, Corda, etc.La maîtrise d’une technologie front est un plus : React, Angular, Vuejs, etc.Vous faites preuve d’écoute et aimez partager. Passionné par la tech, vous faites de la veille, participez à des événements (meetups, communautés, …) et avez envie d’intégrer une entreprise avec une forte culture du partage et de l’apprentissage.Vous souhaitez vous confronter et contribuer à une communauté d’experts, pour qui l’évolution des pratiques et l’apprentissage continu font particulièrement sens. Pour postuler merci de spécifier la référence du poste en objet du courriel : OO/25 Read moreSee All",Consultant Blockchain (F/H), 12 days ago
,Nice,6940,"[('Headquarters', 'Madrid, Spain'), ('Size', '10000+ employees'), ('Founded', '1987'), ('Type', 'Company - Public\r\n                                    (AMS)'), ('Industry', 'Information Technology'), ('Revenue', '$2 to $5 billion (USD) per year'), ('Competitors', 'Travelport')]",Amadeus IT Group SA,3.8,France,"Join us and shape the future of travel  Shaping the future of travel has always been important to us at Amadeus. Today, with technology getting smarter by the minute, that future is more exciting than ever.  We work at the heart of the global travel industry. Amadeus offers you the opportunity to learn and grow and drive your own progression in an exciting and multicultural environment.  Our people are driven by a passion for 'Where next?' If you want to shape your career and the future of travel, Amadeus is the place for you.  BackgroundThe Ground Transportation development team in Amadeus is shared across 4 worldwide rail development departments (Sophia-Antipolis in France, Sydney in Australia, Bangalore in India and Bad-Homburg in Germany). These teams are in charge of both distribution and IT projects for the ground transportation industry (rail, subways, buses and coaches).  There are opportunities and challenges in the coming years, in which Amadeus aims at increasing the number of providers distributed as well as proposing new functionalities and products based on cutting-edge technologies.  You will be integrated in a very international team of about 40 people managing core functionalities of the Amadeus Ground Transportation Platform.  Main responisbilitiesThe blockchain is the technology behind the bitcoin protocol. It allows storing in a trusted and distributed way all transactions that occurred on the bitcoin network.  This technology could be used to store any type of transactions, in particular travel reservations. It offers the following advantages: with the blockchain, the data is replicated over all nodes of the network, avoiding central point of failures that we may have with a centralized architecture. It is also much cheaper than a traditional system.  In order to exploit the potential of this new technology, the Rail & Ground Transportation division is interested in developing a community-based blockchain infrastructure that can make it easy to integrate specific system capabilities with partners.  The trainee will participate in following activities: Understand the as-is reservation platform, its modules and featuresStudy the blockchain protocol and see how it could be integrated within a reservation systemTaking over from our vision on future-evolutions to identify possible opportunities for integration of this technologyDevelop a prototype of a travel reservation system based on the blockchainProvide recommendations on the future use of the blockchain within a travel reservation platform :Object oriented programming skills (C++, Phyton, Java)  Analytical and conceptual thinking  Passionate about Blockchain technology and its challenges  Fluent both in spoken & written English  Personal qualities  Curious, Creative, open minded, hardworking, can work in a team, communicative.  To apply: https://amadeus.contactrh.com/jobs/9064/25414668 Read moreSee All",Internship: Rail & Ground Travel Reservation System based on Blockchain, Today
,Lyon,10686,"[('Headquarters', 'Bezons, France'), ('Size', '10000+ employees'), ('Founded', '1997'), ('Type', 'Company - Public\r\n                                    (ATO)'), ('Industry', 'Information Technology'), ('Revenue', '$10+ billion (USD) per year'), ('Competitors', 'Accenture, Capgemini')]",Atos,3.1,France,"Internship - Atos  Worldline [Euronext: WLN] is the European leader in the payments and transactional services industry. Worldline delivers new generation services, enabling its customers to offer smooth and innovative solutions to the end consumer. Key actor for B2B2C industries in 20 countries, with over 40 years of experience, Worldline supports and contributes to the success of all businesses and administrative services in a perpetually evolving market.  Worldline offers a unique and flexible business model built around a global and growing portfolio, thus enabling end-to-end support. Worldline activities are organized around three axes: Merchant Services & Terminals, Mobility & e-Transactional Services, Financial Processing & Software Licensing. Worldline employs more than 8,600 people worldwide and generated 1.22 billion euros revenues in 2015. Worldline is an Atos company. Contexte: Au sein de lunité daffaire « Mobility and e-Transactional Services » qui conçoit, développe et héberge des applications pour les grandes agences de létat et les grands comptes des secteurs du transport, de la santé, des médias et des télécoms, vous intégrerez une petite équipe projet en charge dune expérimentation autour de la blockchain pour un de ses clients. Le projet : Dans une démarche agile vous intégrerez une équipe en charge dune expérimentation de lusage dune blockchain adaptée des usages métiers innovants. Vous aurez pour mission la mise en œuvre et la validation des concepts de projet et serez amené : Echanger avec les équipes R&D lorigine du projetMettre en œuvre des techniques innovantes en lien avec un nouveau contexte métier définiFaire preuve de curiosité, dinnovation et de créativitéParticiper la conception de la solution et sa mise en œuvre travers de nombreuses technologies o Framework front : JS Ember/Angular  o Serveur dapplication : Java/Spring NodeJS; MultiChain plateforme  A la fin du stage, vous aurez appris : Appréhender des enjeux fonctionnels et techniques innovantsOrganiser votre travail en mode projet, respecter les charges et les échéances clientCollaborer avec une équipe : revue de code systématique, validation croiséeMaitriser les concepts de la blockchain et ses applications innovantes De formation école dingénieur ou universitaire dans le domaine des technologies de linformation. Vous avez une sensibilité pour le javascript, et vous êtes l'aise dans les environnements systèmes sous Linux. Bonnes capacités danalyse, dinnovation, force de proposition et orientation vers les résultats sont des atouts nécessaires pour ce poste.  Si vous êtes intéressé(e), envoyez votre candidature sur jobworldline@worldline.com  Why work at Worldline? Our success comes from strong skills, new ideas, diverse points of view and the energy of all women and men from Worldline. Not only do they represent our Human Capital, they are also key players in our success. We make managing our talents a major asset in the success of our business.  But, at Worldline, we do more than just managing our talents. It is our top priority to involve them, inspire them, and develop them. In line with our guiding principle Build your career and grow with us, it is our mission to ensure that their potential can grow and flourish through the numerous development programs and career opportunities we offer.  Your Application If you wish to apply for this position, please click below to complete our online application form and attach your CV in either Word, rtf or text format.  Atos does not discriminate on the basis of race, religion, colour, sex, age, disability or sexual orientation. All recruitment decisions are based solely on qualifications, skills, knowledge and experience and relevant business requirements.  We are committed to making reasonable adjustments to the applications process for people with disabilities. Read moreSee All",Internship: Stage - Adapter les concepts de Blockchain des enjeux métier innovants (H/F), 30+ days ago
,Lyon,10686,"[('Headquarters', 'Bezons, France'), ('Size', '10000+ employees'), ('Founded', '1997'), ('Type', 'Company - Public\r\n                                    (ATO)'), ('Industry', 'Information Technology'), ('Revenue', '$10+ billion (USD) per year'), ('Competitors', 'Accenture, Capgemini')]",Atos,3.1,France,"Internship - Atos  Worldline [Euronext: WLN] is the European leader in the payments and transactional services industry. Worldline delivers new generation services, enabling its customers to offer smooth and innovative solutions to the end consumer. Key actor for B2B2C industries in 20 countries, with over 40 years of experience, Worldline supports and contributes to the success of all businesses and administrative services in a perpetually evolving market.  Worldline offers a unique and flexible business model built around a global and growing portfolio, thus enabling end-to-end support. Worldline activities are organized around three axes: Merchant Services & Terminals, Mobility & e-Transactional Services, Financial Processing & Software Licensing. Worldline employs more than 8,600 people worldwide and generated 1.22 billion euros revenues in 2015. Worldline is an Atos company.  Objets connectés : Développement dune application blockchain pour lIoT Contexte du stage : Au sein dun pôle en forte expansion dans le domaine des Connected Services, vous serez intégré(e) dans une des équipes de développement du produit Connected Living Enabler (CLE) de Worldline.  Ces équipes conçoivent et réalisent les différents modules qui permettent d'offrir nos clients (automobiles, domotique, etc.) d'interconnecter les objets de la vie courante entre eux et ainsi proposer une multitude de services leurs usagers.  Le projet : En rejoignant nos équipes, vous aurez l'opportunité dexplorer un sujet innovant : lutilisation de la blockchain Ethereum pour le domaine de lInternet des Objets.  Les blockchains permettent de réaliser des écritures publiques et inaltérables, ce qui permet par exemple de faire certifier exact le carnet dentretien électronique dun véhicule connecté.  Dans le cadre de ce stage, vous serez amené(e) continuer une implémentation-pilote (Proof of Concept) qui démontre la prise en main de la technologie et son utilité pour le métier de lInternet des Objets.  Vous aurez la possibilité de vous appuyer sur les connaissances et conseils de votre tuteur et de vos collègues. Vos activités seront entre autres :Analyse des applications possibles de la technologie blockchainAnalyse fonctionnelle et technique des deux systèmes principaux de blockchains, et documentation associéeEchanges avec dautres acteurs de Worldline qui sintéressent aux blockchainsAvec votre tuteur de stage, spécification fonctionnelle et technique du Proof of ConceptConception de larchitecture technique et logicielle du PoCImplémentation logicielleTestsPréparation dune démo et présentation de la démo Vous serez amené(e) utiliser les technologies suivantes : Frameworks de développement Ethereum (Web3js)Java J2EE, Spring, Hibernate, Angular, Ethereum, NodeJS, MySQL, REST, warehouse, Git La maîtrise de langlais parlé et écrit est souhaitée.  A la fin du stage, vous aurez appris : Comprendre et appréhender les différents enjeux d'un projet dinnovationElaborer des documents de communication orientés clientMaitriser les étapes indispensables la réalisation dun projet innovant. Analyse, conception, développement, test, documentation, communicationFédérer les compétences et animer votre réseau personnel pour atteindre votre objectif Étudiant en 4ème ou 5ème année d'école d'ingénieurs ou similaire, vous êtes autonome, curieux, intéressé par lanalyse et le développement, et vous avez le goût du travail en équipe ?  Si le domaine des objets connectés vous intéresse, ce stage est fait pour vous !  Why work at Worldline? Our success comes from strong skills, new ideas, diverse points of view and the energy of all women and men from Worldline. Not only do they represent our Human Capital, they are also key players in our success. We make managing our talents a major asset in the success of our business.  But, at Worldline, we do more than just managing our talents. It is our top priority to involve them, inspire them, and develop them. In line with our guiding principle Build your career and grow with us, it is our mission to ensure that their potential can grow and flourish through the numerous development programs and career opportunities we offer.  Your Application If you wish to apply for this position, please click below to complete our online application form and attach your CV in either Word, rtf or text format.  Atos does not discriminate on the basis of race, religion, colour, sex, age, disability or sexual orientation. All recruitment decisions are based solely on qualifications, skills, knowledge and experience and relevant business requirements.  We are committed to making reasonable adjustments to the applications process for people with disabilities. Read moreSee All",Internship: Stage - Développement d'une application blockchain pour l'IoT (H/F), 30+ days ago
